,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
153,CNH-HOSPITAL-4109,濮阳市合成人民医院,合成路1号,濮阳市-4109,中国,457000,河南省,10000000000,合成人民医院,Synthetic,Yes,3,35.7051,115.0141
154,CNH-HOSPITAL-4110,许昌市合成人民医院,合成路1号,许昌市-4110,中国,461000,河南省,10000000000,合成人民医院,Synthetic,Yes,3,34.1247,113.81592
155,CNH-HOSPITAL-4111,漯河市合成人民医院,合成路1号,漯河市-4111,中国,462000,河南省,10000000000,合成人民医院,Synthetic,Yes,3,33.463625,113.848
156,CNH-HOSPITAL-4112,三门峡市合成人民医院,合成路1号,三门峡市-4112,中国,472000,河南省,10000000000,合成人民医院,Synthetic,Yes,3,34.631,111.3682
157,CNH-HOSPITAL-4113,南阳市合成人民医院,合成路1号,南阳市-4113,中国,473100,河南省,10000000000,合成人民医院,Synthetic,Yes,3,32.81240833333334,112.269775
158,CNH-HOSPITAL-4114,商丘市合成人民医院,合成路1号,商丘市-4114,中国,476100,河南省,10000000000,合成人民医院,Synthetic,Yes,3,34.1752,116.01011249999999
159,CNH-HOSPITAL-4115,信阳市合成人民医院,合成路1号,信阳市-4115,中国,464000,河南省,10000000000,合成人民医院,Synthetic,Yes,3,33.47904444444444,114.47325555555555
160,CNH-HOSPITAL-4116,周口市合成人民医院,合成路1号,周口市-4116,中国,452600,河南省,10000000000,合成人民医院,Synthetic,Yes,3,33.95905454545455,114.14120000000001
161,CNH-HOSPITAL-4117,驻马店市合成人民医院,合成路1号,驻马店市-4117,中国,462100,河南省,10000000000,合成人民医院,Synthetic,Yes,3,33.02948888888889,114.00203333333333
162,CNH-HOSPITAL-4201,武汉市合成人民医院,合成路1号,武汉市-4201,中国,430000,湖北省,10000000000,合成人民医院,Synthetic,Yes,3,30.747400000000003,113.87773999999999
163,CNH-HOSPITAL-4202,黄石市合成人民医院,合成路1号,黄石市-4202,中国,435000,湖北省,10000000000,合成人民医院,Synthetic,Yes,3,30.130233333333337,115.06053333333334
164,CNH-HOSPITAL-4203,十堰市合成人民医院,合成路1号,十堰市-4203,中国,442000,湖北省,10000000000,合成人民医院,Synthetic,Yes,3,32.39554285714286,111.03124285714286
165,CNH-HOSPITAL-4205,宜昌市合成人民医院,合成路1号,宜昌市-4205,中国,443000,湖北省,10000000000,合成人民医院,Synthetic,Yes,3,30.648133333333334,111.59322222222224
166,CNH-HOSPITAL-4206,襄阳市合成人民医院,合成路1号,襄阳市-4206,中国,441000,湖北省,10000000000,合成人民医院,Synthetic,Yes,3,31.832837499999997,112.4911125
167,CNH-HOSPITAL-4207,鄂州市合成人民医院,合成路1号,鄂州市-4207,中国,436000,湖北省,10000000000,合成人民医院,Synthetic,Yes,3,30.4904,113.7398
168,CNH-HOSPITAL-4208,荆门市合成人民医院,合成路1号,荆门市-4208,中国,431800,湖北省,10000000000,合成人民医院,Synthetic,Yes,3,31.035349999999998,112.4585
169,CNH-HOSPITAL-4209,孝感市合成人民医院,合成路1号,孝感市-4209,中国,432000,湖北省,10000000000,合成人民医院,Synthetic,Yes,3,31.00227142857143,113.73732857142858
170,CNH-HOSPITAL-4210,荆州市合成人民医院,合成路1号,荆州市-4210,中国,433200,湖北省,10000000000,合成人民医院,Synthetic,Yes,3,30.04852857142857,112.46430000000001
171,CNH-HOSPITAL-4211,黄冈市合成人民医院,合成路1号,黄冈市-4211,中国,435300,湖北省,10000000000,合成人民医院,Synthetic,Yes,3,30.540655555555556,115.06630000000001
172,CNH-HOSPITAL-4212,咸宁市合成人民医院,合成路1号,咸宁市-4212,中国,437000,湖北省,10000000000,合成人民医院,Synthetic,Yes,3,29.8609,113.97351666666667
173,CNH-HOSPITAL-4213,随州市合成人民医院,合成路1号,随州市-4213,中国,432700,湖北省,10000000000,合成人民医院,Synthetic,Yes,3,31.6636,113.58935000000001
174,CNH-HOSPITAL-4228,恩施土家族苗族自治州合成人民医院,合成路1号,恩施土家族苗族自治州-4228,中国,444300,湖北省,10000000000,合成人民医院,Synthetic,Yes,3,31.456487499999998,111.78028750000001
175,CNH-HOSPITAL-4301,长沙市合成人民医院,合成路1号,长沙市-4301,中国,410000,湖南省,10000000000,合成人民医院,Synthetic,Yes,3,28.042939999999998,112.87732000000001
176,CNH-HOSPITAL-4302,株洲市合成人民医院,合成路1号,株洲市-4302,中国,412000,湖南省,10000000000,合成人民医院,Synthetic,Yes,3,27.518716666666666,113.1108
177,CNH-HOSPITAL-4303,湘潭市合成人民医院,合成路1号,湘潭市-4303,中国,411100,湖南省,10000000000,合成人民医院,Synthetic,Yes,3,27.833325000000002,112.64999999999999
178,CNH-HOSPITAL-4304,衡阳市合成人民医院,合成路1号,衡阳市-4304,中国,421000,湖南省,10000000000,合成人民医院,Synthetic,Yes,3,26.832622222222223,112.66279999999999
179,CNH-HOSPITAL-4305,邵阳市合成人民医院,合成路1号,邵阳市-4305,中国,422000,湖南省,10000000000,合成人民医院,Synthetic,Yes,3,26.8122,110.79941111111111
180,CNH-HOSPITAL-4306,岳阳市合成人民医院,合成路1号,岳阳市-4306,中国,410400,湖南省,10000000000,合成人民医院,Synthetic,Yes,3,28.938585714285715,113.01848571428572
181,CNH-HOSPITAL-4307,常德市合成人民医院,合成路1号,常德市-4307,中国,415000,湖南省,10000000000,合成人民医院,Synthetic,Yes,3,29.0321,111.6984
182,CNH-HOSPITAL-4308,张家界市合成人民医院,合成路1号,张家界市-4308,中国,427000,湖南省,10000000000,合成人民医院,Synthetic,Yes,3,29.1294,110.4783
183,CNH-HOSPITAL-4309,益阳市合成人民医院,合成路1号,益阳市-4309,中国,413000,湖南省,10000000000,合成人民医院,Synthetic,Yes,3,28.7149,112.35118000000001
184,CNH-HOSPITAL-4310,郴州市合成人民医院,合成路1号,郴州市-4310,中国,423000,湖南省,10000000000,合成人民医院,Synthetic,Yes,3,26.317755555555557,112.53674444444444
185,CNH-HOSPITAL-4311,永州市合成人民医院,合成路1号,永州市-4311,中国,425000,湖南省,10000000000,合成人民医院,Synthetic,Yes,3,26.57698888888889,111.37907777777778
186,CNH-HOSPITAL-4312,怀化市合成人民医院,合成路1号,怀化市-4312,中国,418000,湖南省,10000000000,合成人民医院,Synthetic,Yes,3,27.641936363636365,111.1114909090909
187,CNH-HOSPITAL-4313,娄底市合成人民医院,合成路1号,娄底市-4313,中国,417000,湖南省,10000000000,合成人民医院,Synthetic,Yes,3,27.688383333333334,111.61035
188,CNH-HOSPITAL-4331,湘西土家族苗族自治州合成人民医院,合成路1号,湘西土家族苗族自治州-4331,中国,416000,湖南省,10000000000,合成人民医院,Synthetic,Yes,3,27.8963,112.0379
189,CNH-HOSPITAL-4401,广州市合成人民医院,合成路1号,广州市-4401,中国,510000,广东省,10000000000,合成人民医院,Synthetic,Yes,3,23.35002,113.16332
190,CNH-HOSPITAL-4402,韶关市合成人民医院,合成路1号,韶关市-4402,中国,511100,广东省,10000000000,合成人民医院,Synthetic,Yes,3,24.8505375,113.655675
191,CNH-HOSPITAL-4403,深圳市合成人民医院,合成路1号,深圳市-4403,中国,518000,广东省,10000000000,合成人民医院,Synthetic,Yes,3,22.663766666666668,114.1983
192,CNH-HOSPITAL-4404,珠海市合成人民医院,合成路1号,珠海市-4404,中国,519000,广东省,10000000000,合成人民医院,Synthetic,Yes,3,22.2769,113.56779999999999
193,CNH-HOSPITAL-4405,汕头市合成人民医院,合成路1号,汕头市-4405,中国,515000,广东省,10000000000,合成人民医院,Synthetic,Yes,3,23.3356,116.45312
194,CNH-HOSPITAL-4406,佛山市合成人民医院,合成路1号,佛山市-4406,中国,528000,广东省,10000000000,合成人民医院,Synthetic,Yes,3,22.82528,113.23054
195,CNH-HOSPITAL-4407,江门市合成人民医院,合成路1号,江门市-4407,中国,529000,广东省,10000000000,合成人民医院,Synthetic,Yes,3,22.40095,112.73293333333332
196,CNH-HOSPITAL-4408,湛江市合成人民医院,合成路1号,湛江市-4408,中国,524000,广东省,10000000000,合成人民医院,Synthetic,Yes,3,21.314266666666665,110.3785
197,CNH-HOSPITAL-4409,茂名市合成人民医院,合成路1号,茂名市-4409,中国,525000,广东省,10000000000,合成人民医院,Synthetic,Yes,3,21.89806,110.82530000000001
198,CNH-HOSPITAL-4412,肇庆市合成人民医院,合成路1号,肇庆市-4412,中国,526000,广东省,10000000000,合成人民医院,Synthetic,Yes,3,23.208485714285718,112.5733
199,CNH-HOSPITAL-4413,惠州市合成人民医院,合成路1号,惠州市-4413,中国,516000,广东省,10000000000,合成人民医院,Synthetic,Yes,3,22.979499999999998,114.99096
200,CNH-HOSPITAL-4414,梅州市合成人民医院,合成路1号,梅州市-4414,中国,514000,广东省,10000000000,合成人民医院,Synthetic,Yes,3,24.218414285714285,115.9202
201,CNH-HOSPITAL-4415,汕尾市合成人民医院,合成路1号,汕尾市-4415,中国,516400,广东省,10000000000,合成人民医院,Synthetic,Yes,3,22.905225,115.314825
202,CNH-HOSPITAL-4416,河源市合成人民医院,合成路1号,河源市-4416,中国,517000,广东省,10000000000,合成人民医院,Synthetic,Yes,3,23.7333,114.68329999999999
203,CNH-HOSPITAL-4417,阳江市合成人民医院,合成路1号,阳江市-4417,中国,529600,广东省,10000000000,合成人民医院,Synthetic,Yes,3,22.127466666666667,112.10516666666666
204,CNH-HOSPITAL-4418,清远市合成人民医院,合成路1号,清远市-4418,中国,511500,广东省,10000000000,合成人民医院,Synthetic,Yes,3,24.34805,113.03385
205,CNH-HOSPITAL-4419,东莞市合成人民医院,合成路1号,东莞市-4419,中国,523000,广东省,10000000000,合成人民医院,Synthetic,Yes,3,23.018,113.7487
206,CNH-HOSPITAL-4420,中山市合成人民医院,合成路1号,中山市-4420,中国,528400,广东省,10000000000,合成人民医院,Synthetic,Yes,3,22.5231,113.3791
207,CNH-HOSPITAL-4451,潮州市合成人民医院,合成路1号,潮州市-4451,中国,515600,广东省,10000000000,合成人民医院,Synthetic,Yes,3,23.439866666666664,116.49000000000001
208,CNH-HOSPITAL-4452,揭阳市合成人民医院,合成路1号,揭阳市-4452,中国,515200,广东省,10000000000,合成人民医院,Synthetic,Yes,3,23.370179999999998,116.36112
209,CNH-HOSPITAL-4453,云浮市合成人民医院,合成路1号,云浮市-4453,中国,527000,广东省,10000000000,合成人民医院,Synthetic,Yes,3,22.848699999999997,111.80348333333332
210,CNH-HOSPITAL-4501,南宁市合成人民医院,合成路1号,南宁市-4501,中国,530000,广西壮族自治区,10000000000,合成人民医院,Synthetic,Yes,3,22.744525,108.159925
211,CNH-HOSPITAL-4502,柳州市合成人民医院,合成路1号,柳州市-4502,中国,545000,广西壮族自治区,10000000000,合成人民医院,Synthetic,Yes,3,24.324100000000005,109.407
212,CNH-HOSPITAL-4503,桂林市合成人民医院,合成路1号,桂林市-4503,中国,541000,广西壮族自治区,10000000000,合成人民医院,Synthetic,Yes,3,25.00712727272727,110.46161818181818
213,CNH-HOSPITAL-4504,梧州市合成人民医院,合成路1号,梧州市-4504,中国,541300,广西壮族自治区,10000000000,合成人民医院,Synthetic,Yes,3,23.903414285714284,110.62132857142858
214,CNH-HOSPITAL-4505,北海市合成人民医院,合成路1号,北海市-4505,中国,536000,广西壮族自治区,10000000000,合成人民医院,Synthetic,Yes,3,21.4835,109.11549999999998
215,CNH-HOSPITAL-4506,防城港市合成人民医院,合成路1号,防城港市-4506,中国,535500,广西壮族自治区,10000000000,合成人民医院,Synthetic,Yes,3,21.881433333333334,108.32893333333334
216,CNH-HOSPITAL-4507,钦州市合成人民医院,合成路1号,钦州市-4507,中国,535000,广西壮族自治区,10000000000,合成人民医院,Synthetic,Yes,3,21.9825,108.6506
217,CNH-HOSPITAL-4508,贵港市合成人民医院,合成路1号,贵港市-4508,中国,537100,广西壮族自治区,10000000000,合成人民医院,Synthetic,Yes,3,23.157633333333333,109.90343333333334
218,CNH-HOSPITAL-4509,玉林市合成人民医院,合成路1号,玉林市-4509,中国,537000,广西壮族自治区,10000000000,合成人民医院,Synthetic,Yes,3,22.86435,110.11021666666666
219,CNH-HOSPITAL-4510,百色市合成人民医院,合成路1号,百色市-4510,中国,531400,广西壮族自治区,10000000000,合成人民医院,Synthetic,Yes,3,23.350516666666667,106.8402
220,CNH-HOSPITAL-4511,贺州市合成人民医院,合成路1号,贺州市-4511,中国,542600,广西壮族自治区,10000000000,合成人民医院,Synthetic,Yes,3,24.2855,110.94775
221,CNH-HOSPITAL-4512,河池市合成人民医院,合成路1号,河池市-4512,中国,530700,广西壮族自治区,10000000000,合成人民医院,Synthetic,Yes,3,24.22214,108.28934999999998
222,CNH-HOSPITAL-4513,来宾市合成人民医院,合成路1号,来宾市-4513,中国,545700,广西壮族自治区,10000000000,合成人民医院,Synthetic,Yes,3,24.032866666666667,109.31946666666666
223,CNH-HOSPITAL-4514,崇左市合成人民医院,合成路1号,崇左市-4514,中国,532100,广西壮族自治区,10000000000,合成人民医院,Synthetic,Yes,3,22.239285714285714,107.0625
224,CNH-HOSPITAL-4601,海口市合成人民医院,合成路1号,海口市-4601,中国,570000,海南省,10000000000,合成人民医院,Synthetic,Yes,3,19.65645,110.327
225,CNH-HOSPITAL-4602,三亚市合成人民医院,合成路1号,三亚市-4602,中国,572000,海南省,10000000000,合成人民医院,Synthetic,Yes,3,18.2543,109.5095
226,CNH-HOSPITAL-4603,三沙市合成人民医院,合成路1号,三沙市-4603,中国,573100,海南省,10000000000,合成人民医院,Synthetic,Yes,3,16.8391,112.3406
227,CNH-HOSPITAL-4604,儋州市合成人民医院,合成路1号,儋州市-4604,中国,571700,海南省,10000000000,合成人民医院,Synthetic,Yes,3,19.2163,109.93725
228,CNH-HOSPITAL-5101,成都市合成人民医院,合成路1号,成都市-5101,中国,610000,四川省,10000000000,合成人民医院,Synthetic,Yes,3,30.750026666666663,104.09702666666668
229,CNH-HOSPITAL-5103,自贡市合成人民医院,合成路1号,自贡市-5103,中国,643000,四川省,10000000000,合成人民医院,Synthetic,Yes,3,29.3416,104.7769
230,CNH-HOSPITAL-5104,攀枝花市合成人民医院,合成路1号,攀枝花市-5104,中国,617000,四川省,10000000000,合成人民医院,Synthetic,Yes,3,30.8018,104.1426
231,CNH-HOSPITAL-5105,泸州市合成人民医院,合成路1号,泸州市-5105,中国,646000,四川省,10000000000,合成人民医院,Synthetic,Yes,3,28.890299999999996,105.42569999999999
232,CNH-HOSPITAL-5106,德阳市合成人民医院,合成路1号,德阳市-5106,中国,618000,四川省,10000000000,合成人民医院,Synthetic,Yes,3,31.145416666666662,104.2563
233,CNH-HOSPITAL-5107,绵阳市合成人民医院,合成路1号,绵阳市-5107,中国,621000,四川省,10000000000,合成人民医院,Synthetic,Yes,3,32.01515,104.61895
234,CNH-HOSPITAL-5108,广元市合成人民医院,合成路1号,广元市-5108,中国,628000,四川省,10000000000,合成人民医院,Synthetic,Yes,3,32.442,105.823
235,CNH-HOSPITAL-5109,遂宁市合成人民医院,合成路1号,遂宁市-5109,中国,629000,四川省,10000000000,合成人民医院,Synthetic,Yes,3,30.508,105.5733
236,CNH-HOSPITAL-5110,内江市合成人民医院,合成路1号,内江市-5110,中国,641000,四川省,10000000000,合成人民医院,Synthetic,Yes,3,29.8741,104.81504
237,CNH-HOSPITAL-5111,乐山市合成人民医院,合成路1号,乐山市-5111,中国,613100,四川省,10000000000,合成人民医院,Synthetic,Yes,3,29.67498181818182,103.79832727272728
238,CNH-HOSPITAL-5113,南充市合成人民医院,合成路1号,南充市-5113,中国,637000,四川省,10000000000,合成人民医院,Synthetic,Yes,3,31.510533333333335,106.01806666666666
239,CNH-HOSPITAL-5114,眉山市合成人民医院,合成路1号,眉山市-5114,中国,620000,四川省,10000000000,合成人民医院,Synthetic,Yes,3,30.043899999999997,103.837
240,CNH-HOSPITAL-5115,宜宾市合成人民医院,合成路1号,宜宾市-5115,中国,644000,四川省,10000000000,合成人民医院,Synthetic,Yes,3,29.083599999999997,104.67211999999999
241,CNH-HOSPITAL-5116,广安市合成人民医院,合成路1号,广安市-5116,中国,638000,四川省,10000000000,合成人民医院,Synthetic,Yes,3,30.4243,106.70482
242,CNH-HOSPITAL-5117,达州市合成人民医院,合成路1号,达州市-5117,中国,635000,四川省,10000000000,合成人民医院,Synthetic,Yes,3,31.640249999999998,107.74934999999999
243,CNH-HOSPITAL-5118,雅安市合成人民医院,合成路1号,雅安市-5118,中国,625000,四川省,10000000000,合成人民医院,Synthetic,Yes,3,29.9852,102.999
244,CNH-HOSPITAL-5119,巴中市合成人民医院,合成路1号,巴中市-5119,中国,635600,四川省,10000000000,合成人民医院,Synthetic,Yes,3,31.783466666666666,107.84476666666667
245,CNH-HOSPITAL-5120,资阳市合成人民医院,合成路1号,资阳市-5120,中国,641300,四川省,10000000000,合成人民医院,Synthetic,Yes,3,30.1447,104.6642
246,CNH-HOSPITAL-5132,阿坝藏族羌族自治州合成人民医院,合成路1号,阿坝藏族羌族自治州-5132,中国,623000,四川省,10000000000,合成人民医院,Synthetic,Yes,3,31.96849230769231,103.04968461538462
247,CNH-HOSPITAL-5133,甘孜藏族自治州合成人民医院,合成路1号,甘孜藏族自治州-5133,中国,626000,四川省,10000000000,合成人民医院,Synthetic,Yes,3,31.5591,103.9114
248,CNH-HOSPITAL-5134,凉山彝族自治州合成人民医院,合成路1号,凉山彝族自治州-5134,中国,615000,四川省,10000000000,合成人民医院,Synthetic,Yes,3,30.801799999999997,104.1426
249,CNH-HOSPITAL-5201,贵阳市合成人民医院,合成路1号,贵阳市-5201,中国,550000,贵州省,10000000000,合成人民医院,Synthetic,Yes,3,26.66854,106.6653
250,CNH-HOSPITAL-5202,六盘水市合成人民医院,合成路1号,六盘水市-5202,中国,553000,贵州省,10000000000,合成人民医院,Synthetic,Yes,3,26.776466666666664,104.66276666666666
251,CNH-HOSPITAL-5203,遵义市合成人民医院,合成路1号,遵义市-5203,中国,563000,贵州省,10000000000,合成人民医院,Synthetic,Yes,3,27.96093076923077,106.44886153846154
252,CNH-HOSPITAL-5204,安顺市合成人民医院,合成路1号,安顺市-5204,中国,550800,贵州省,10000000000,合成人民医院,Synthetic,Yes,3,26.122983333333334,105.96215000000001
253,CNH-HOSPITAL-5205,毕节市合成人民医院,合成路1号,毕节市-5205,中国,551500,贵州省,10000000000,合成人民医院,Synthetic,Yes,3,26.967414285714284,105.24857142857142
254,CNH-HOSPITAL-5206,铜仁市合成人民医院,合成路1号,铜仁市-5206,中国,554000,贵州省,10000000000,合成人民医院,Synthetic,Yes,3,26.737199999999998,106.57878000000001
255,CNH-HOSPITAL-5223,黔西南布依族苗族自治州合成人民医院,合成路1号,黔西南布依族苗族自治州-5223,中国,552200,贵州省,10000000000,合成人民医院,Synthetic,Yes,3,26.001975,105.6572625
256,CNH-HOSPITAL-5226,黔东南苗族侗族自治州合成人民医院,合成路1号,黔东南苗族侗族自治州-5226,中国,556000,贵州省,10000000000,合成人民医院,Synthetic,Yes,3,26.827786666666665,107.11578
257,CNH-HOSPITAL-5227,黔南布依族苗族自治州合成人民医院,合成路1号,黔南布依族苗族自治州-5227,中国,550100,贵州省,10000000000,合成人民医院,Synthetic,Yes,3,26.735899999999997,106.57972500000001
258,CNH-HOSPITAL-5301,昆明市合成人民医院,合成路1号,昆明市-5301,中国,650000,云南省,10000000000,合成人民医院,Synthetic,Yes,3,25.342292857142855,102.83017857142858
259,CNH-HOSPITAL-5303,曲靖市合成人民医院,合成路1号,曲靖市-5303,中国,654200,云南省,10000000000,合成人民医院,Synthetic,Yes,3,25.48245,103.470975
260,CNH-HOSPITAL-5304,玉溪市合成人民医院,合成路1号,玉溪市-5304,中国,651100,云南省,10000000000,合成人民医院,Synthetic,Yes,3,24.98176,102.31944999999999
261,CNH-HOSPITAL-5305,保山市合成人民医院,合成路1号,保山市-5305,中国,673400,云南省,10000000000,合成人民医院,Synthetic,Yes,3,25.127816666666668,98.89608333333334
262,CNH-HOSPITAL-5306,昭通市合成人民医院,合成路1号,昭通市-5306,中国,654600,云南省,10000000000,合成人民医院,Synthetic,Yes,3,27.112233333333336,103.44647777777779
263,CNH-HOSPITAL-5307,丽江市合成人民医院,合成路1号,丽江市-5307,中国,674100,云南省,10000000000,合成人民医院,Synthetic,Yes,3,26.8688,100.2207
264,CNH-HOSPITAL-5308,普洱市合成人民医院,合成路1号,普洱市-5308,中国,654800,云南省,10000000000,合成人民医院,Synthetic,Yes,3,25.4765,101.2847
265,CNH-HOSPITAL-5309,临沧市合成人民医院,合成路1号,临沧市-5309,中国,675800,云南省,10000000000,合成人民医院,Synthetic,Yes,3,24.218925,99.88355
266,CNH-HOSPITAL-5323,楚雄彝族自治州合成人民医院,合成路1号,楚雄彝族自治州-5323,中国,651200,云南省,10000000000,合成人民医院,Synthetic,Yes,3,25.31484,100.65241999999999
267,CNH-HOSPITAL-5325,红河哈尼族彝族自治州合成人民医院,合成路1号,红河哈尼族彝族自治州-5325,中国,652300,云南省,10000000000,合成人民医院,Synthetic,Yes,3,24.121623076923076,102.85674615384616
268,CNH-HOSPITAL-5326,文山壮族苗族自治州合成人民医院,合成路1号,文山壮族苗族自治州-5326,中国,663000,云南省,10000000000,合成人民医院,Synthetic,Yes,3,23.5293,103.2287
269,CNH-HOSPITAL-5329,大理白族自治州合成人民医院,合成路1号,大理白族自治州-5329,中国,671000,云南省,10000000000,合成人民医院,Synthetic,Yes,3,25.2366,99.2507
270,CNH-HOSPITAL-5331,德宏傣族景颇族自治州合成人民医院,合成路1号,德宏傣族景颇族自治州-5331,中国,678400,云南省,10000000000,合成人民医院,Synthetic,Yes,3,24.908800000000003,98.76102
271,CNH-HOSPITAL-5333,怒江傈僳族自治州合成人民医院,合成路1号,怒江傈僳族自治州-5333,中国,671400,云南省,10000000000,合成人民医院,Synthetic,Yes,3,25.7276,98.96583333333334
272,CNH-HOSPITAL-5334,迪庆藏族自治州合成人民医院,合成路1号,迪庆藏族自治州-5334,中国,674400,云南省,10000000000,合成人民医院,Synthetic,Yes,3,26.868800000000004,100.22070000000001
273,CNH-HOSPITAL-5401,拉萨市合成人民医院,合成路1号,拉萨市-5401,中国,850000,西藏自治区,10000000000,合成人民医院,Synthetic,Yes,3,30.041457142857144,91.30511428571428
274,CNH-HOSPITAL-5402,日喀则市合成人民医院,合成路1号,日喀则市-5402,中国,854700,西藏自治区,10000000000,合成人民医院,Synthetic,Yes,3,30.5634,91.5786
275,CNH-HOSPITAL-5403,昌都市合成人民医院,合成路1号,昌都市-5403,中国,854000,西藏自治区,10000000000,合成人民医院,Synthetic,Yes,3,30.5634,91.5786
276,CNH-HOSPITAL-5404,林芝市合成人民医院,合成路1号,林芝市-5404,中国,860100,西藏自治区,10000000000,合成人民医院,Synthetic,Yes,3,29.365257142857143,94.62595714285715
277,CNH-HOSPITAL-5405,山南市合成人民医院,合成路1号,山南市-5405,中国,850700,西藏自治区,10000000000,合成人民医院,Synthetic,Yes,3,30.41116666666667,91.49883333333332
278,CNH-HOSPITAL-5406,那曲市合成人民医院,合成路1号,那曲市-5406,中国,852000,西藏自治区,10000000000,合成人民医院,Synthetic,Yes,3,31.111439999999998,91.86582
279,CNH-HOSPITAL-5425,阿里地区合成人民医院,合成路1号,阿里地区-5425,中国,859000,西藏自治区,10000000000,合成人民医院,Synthetic,Yes,3,30.5634,91.57859999999998
280,CNH-HOSPITAL-6101,西安市合成人民医院,合成路1号,西安市-6101,中国,710000,陕西省,10000000000,合成人民医院,Synthetic,Yes,3,34.2583,108.9286
281,CNH-HOSPITAL-6102,铜川市合成人民医院,合成路1号,铜川市-6102,中国,727000,陕西省,10000000000,合成人民医院,Synthetic,Yes,3,34.8988,108.9506
282,CNH-HOSPITAL-6103,宝鸡市合成人民医院,合成路1号,宝鸡市-6103,中国,721000,陕西省,10000000000,合成人民医院,Synthetic,Yes,3,34.205372727272724,107.65815454545454
283,CNH-HOSPITAL-6104,咸阳市合成人民医院,合成路1号,咸阳市-6104,中国,711200,陕西省,10000000000,合成人民医院,Synthetic,Yes,3,34.03836666666667,108.797275
284,CNH-HOSPITAL-6105,渭南市合成人民医院,合成路1号,渭南市-6105,中国,711700,陕西省,10000000000,合成人民医院,Synthetic,Yes,3,34.980525,109.34578333333333
285,CNH-HOSPITAL-6106,延安市合成人民医院,合成路1号,延安市-6106,中国,715700,陕西省,10000000000,合成人民医院,Synthetic,Yes,3,35.484869230769235,109.20049999999999
286,CNH-HOSPITAL-6107,汉中市合成人民医院,合成路1号,汉中市-6107,中国,723000,陕西省,10000000000,合成人民医院,Synthetic,Yes,3,33.33044545454545,107.5434818181818
287,CNH-HOSPITAL-6108,榆林市合成人民医院,合成路1号,榆林市-6108,中国,718000,陕西省,10000000000,合成人民医院,Synthetic,Yes,3,36.52243333333333,109.413925
288,CNH-HOSPITAL-6109,安康市合成人民医院,合成路1号,安康市-6109,中国,711600,陕西省,10000000000,合成人民医院,Synthetic,Yes,3,32.93786,109.03376
289,CNH-HOSPITAL-6110,商洛市合成人民医院,合成路1号,商洛市-6110,中国,711400,陕西省,10000000000,合成人民医院,Synthetic,Yes,3,34.264385714285716,109.71694285714285
290,CNH-HOSPITAL-6201,兰州市合成人民医院,合成路1号,兰州市-6201,中国,730000,甘肃省,10000000000,合成人民医院,Synthetic,Yes,3,36.24075,103.963725
291,CNH-HOSPITAL-6202,嘉峪关市合成人民医院,合成路1号,嘉峪关市-6202,中国,735100,甘肃省,10000000000,合成人民医院,Synthetic,Yes,3,39.8112,98.2862
292,CNH-HOSPITAL-6203,金昌市合成人民医院,合成路1号,金昌市-6203,中国,737100,甘肃省,10000000000,合成人民医院,Synthetic,Yes,3,38.6246,100.1084
293,CNH-HOSPITAL-6204,白银市合成人民医院,合成路1号,白银市-6204,中国,730400,甘肃省,10000000000,合成人民医院,Synthetic,Yes,3,36.180475,104.2008
294,CNH-HOSPITAL-6205,天水市合成人民医院,合成路1号,天水市-6205,中国,741000,甘肃省,10000000000,合成人民医院,Synthetic,Yes,3,34.568599999999996,105.8933
295,CNH-HOSPITAL-6206,武威市合成人民医院,合成路1号,武威市-6206,中国,733000,甘肃省,10000000000,合成人民医院,Synthetic,Yes,3,37.9267,102.632
296,CNH-HOSPITAL-6207,张掖市合成人民医院,合成路1号,张掖市-6207,中国,734000,甘肃省,10000000000,合成人民医院,Synthetic,Yes,3,38.9342,100.4517
297,CNH-HOSPITAL-6208,平凉市合成人民医院,合成路1号,平凉市-6208,中国,741600,甘肃省,10000000000,合成人民医院,Synthetic,Yes,3,35.40507142857143,106.27811428571428
298,CNH-HOSPITAL-6209,酒泉市合成人民医院,合成路1号,酒泉市-6209,中国,735000,甘肃省,10000000000,合成人民医院,Synthetic,Yes,3,40.09337142857142,95.98127142857143
299,CNH-HOSPITAL-6210,庆阳市合成人民医院,合成路1号,庆阳市-6210,中国,744500,甘肃省,10000000000,合成人民医院,Synthetic,Yes,3,35.688475000000004,107.5247
300,CNH-HOSPITAL-6211,定西市合成人民医院,合成路1号,定西市-6211,中国,730500,甘肃省,10000000000,合成人民医院,Synthetic,Yes,3,35.324714285714286,105.29459999999999
301,CNH-HOSPITAL-6212,陇南市合成人民医院,合成路1号,陇南市-6212,中国,742100,甘肃省,10000000000,合成人民医院,Synthetic,Yes,3,34.43749999999999,105.60753333333332
302,CNH-HOSPITAL-6229,临夏回族自治州合成人民医院,合成路1号,临夏回族自治州-6229,中国,731100,甘肃省,10000000000,合成人民医院,Synthetic,Yes,3,38.6246,100.1084
303,CNH-HOSPITAL-6230,甘南藏族自治州合成人民医院,合成路1号,甘南藏族自治州-6230,中国,746300,甘肃省,10000000000,合成人民医院,Synthetic,Yes,3,34.762375,105.82332500000001
304,CNH-HOSPITAL-6301,西宁市合成人民医院,合成路1号,西宁市-6301,中国,810000,青海省,10000000000,合成人民医院,Synthetic,Yes,3,37.7106,93.8238
